#2th	#Int
43.547	199.53333
43.548	190.96154
43.550	196.40741
43.551	195.35714
43.552	201.00000
43.553	195.31250
43.554	193.98485
43.555	191.87500
43.557	201.12821
43.558	190.50000
43.559	195.35714
43.560	193.00000
43.561	193.04878
43.564	195.25610
43.566	193.46341
43.567	194.14286
43.568	190.91176
43.570	192.44400
43.571	193.23062
43.572	195.45652
43.573	191.27778
43.574	188.35484
43.575	194.60000
43.577	188.23077
43.578	190.25000
43.579	194.75758
43.580	189.75000
43.581	190.76829
43.584	189.55744
43.586	192.00000
43.587	193.10526
43.588	190.40909
43.590	184.87097
43.591	184.70000
43.592	190.52381
43.593	189.90000
43.594	190.57143
43.595	193.91667
43.597	185.64598
43.599	190.58974
43.600	187.00000
43.601	190.46341
43.603	191.36667
43.604	185.46154
43.606	190.60976
43.607	191.36667
43.608	189.73077
43.610	192.31034
43.611	192.41667
43.612	189.72414
43.613	190.95833
43.614	190.37838
43.615	188.50000
43.617	190.00000
43.619	189.79487
43.620	185.00000
43.621	188.21951
43.623	184.89474
43.624	190.04545
43.626	190.10976
43.627	185.78261
43.628	186.83333
43.630	188.57143
43.631	193.83333
43.632	190.37037
43.633	191.21429
43.634	185.92857
43.635	196.16667
43.637	191.02439
43.639	188.56098
43.641	188.60976
43.643	185.56667
43.644	190.59615
43.645	184.58824
43.646	187.79167
43.647	184.40476
43.648	184.70000
43.650	185.00000
43.651	192.62500
43.652	186.06452
43.653	187.50000
43.654	180.15385
43.655	187.00000
43.657	184.18293
43.659	186.36585
43.661	183.19512
43.663	180.00000
43.664	184.81250
43.665	181.30000
43.666	184.65385
43.667	186.77778
43.668	184.21429
43.670	180.44872
43.671	188.50000
43.672	180.45946
43.673	180.75000
43.674	183.08108
43.675	186.75000
43.677	179.80488
43.679	181.13415
43.681	180.97561
43.683	179.09524
43.684	181.27500
43.685	180.36000
43.686	184.00000
43.687	183.26000
43.688	179.03125
43.690	180.75676
43.691	178.25000
43.692	179.87143
43.693	182.66667
43.694	182.24390
43.697	180.04878
43.699	178.78049
43.700	178.33333
43.701	181.65625
43.703	178.37931
43.704	182.50000
43.705	181.43478
43.706	179.75000
43.707	177.76000
43.708	182.50000
43.710	180.71795
43.711	178.00000
43.712	182.60976
43.714	179.70513
43.715	185.75000
43.717	181.58537
43.718	182.27273
43.719	183.06667
43.721	180.39024
43.723	179.77778
43.724	185.67857
43.725	182.19355
43.726	185.90000
43.727	177.04839
43.728	183.45000
43.730	182.00000
43.732	183.02439
43.734	176.82927
43.736	180.06667
43.737	179.13462
43.738	176.40000
43.739	183.86111
43.740	176.43333
43.741	177.28846
43.743	177.81818
43.744	173.37500
43.745	179.72727
43.746	183.50000
43.747	176.24138
43.748	179.25000
43.750	179.48780
43.752	177.97561
43.754	177.78049
43.756	182.54545
43.757	181.83333
43.758	179.90476
43.759	180.57500
43.760	184.88889
43.761	176.62500
43.763	181.09677
43.764	181.25000
43.765	184.09091
43.766	175.87500
43.767	179.82857
43.768	180.50000
43.770	180.24390
43.772	179.43902
43.774	181.41463
43.776	179.52174
43.777	176.69444
43.778	175.52632
43.779	177.13636
43.780	180.30769
43.781	179.08929
43.783	177.35135
43.784	166.75000
43.785	174.05128
43.786	183.75000
43.787	174.93548
43.788	185.60000
43.790	176.70732
43.792	172.65854
43.794	175.48780
43.796	175.90476
43.797	178.35000
43.798	172.68519
43.799	167.03571
43.800	174.08696
43.801	172.61111
43.803	175.61538
43.804	178.25000
43.805	168.78378
43.806	169.50000
43.807	173.54054
43.808	166.62500
43.810	174.39024
43.812	170.42683
43.814	172.29268
43.816	173.18966
43.817	171.33333
43.818	170.80000
43.819	173.87500
43.820	170.18421
43.821	175.52273
43.823	170.21622
43.824	177.25000
43.825	171.10976
43.827	174.51429
43.828	169.66667
43.830	170.78049
43.831	166.53846
43.832	171.92857
43.834	171.93902
43.836	168.88000
43.837	173.43750
43.838	169.50000
43.839	169.91667
43.840	169.64000
43.841	170.75000
43.843	170.35366
43.845	169.02439
43.847	168.30769
43.848	164.25000
43.849	165.61538
43.850	172.10714
43.851	171.38889
43.852	169.31250
43.854	166.14634
43.856	167.86364
43.857	172.06250
43.858	169.34286
43.859	177.33333
43.860	167.93478
43.861	167.27778
43.863	167.31707
43.865	170.23171
43.867	169.14634
43.869	170.33333
43.870	166.48438
43.871	169.39130
43.872	170.66667
43.874	167.58537
43.876	165.54839
43.877	172.90000
43.878	167.78788
43.879	169.06250
43.880	168.58621
43.881	159.83333
43.883	168.53659
43.885	166.12195
43.887	167.50000
43.888	166.25000
43.889	171.90476
43.890	167.45000
43.891	170.38095
43.892	168.20000
43.894	168.85366
43.896	168.86364
43.897	168.81250
43.898	172.46154
43.899	173.50000
43.900	168.46296
43.901	168.03571
43.903	167.97561
43.905	170.74390
43.907	167.78049
43.909	166.71053
43.910	165.93182
43.911	168.65517
43.912	169.75000
43.913	166.73077
43.914	168.55357
43.916	164.61538
43.917	164.50000
43.918	168.35897
43.919	179.50000
43.920	167.33333
43.921	171.62500
43.923	166.46341
43.925	168.82927
43.927	166.50000
43.929	166.96296
43.930	170.92857
43.931	167.83871
43.932	164.30000
43.933	176.00000
43.934	164.55000
43.936	167.64865
43.937	167.00000
43.938	165.12195
43.940	169.70690
43.941	151.33333
43.943	166.85366
43.944	166.13333
43.945	165.96154
43.947	166.28671
43.949	168.32000
43.950	162.50000
43.951	168.65517
43.952	162.75000
43.953	167.44737
43.954	159.86364
43.956	165.24390
43.958	169.57317
43.960	164.20081
43.961	168.99750
43.962	168.69231
43.963	165.16071
43.964	175.90909
43.965	170.86667
43.967	164.46341
43.969	168.27273
43.970	163.37500
43.971	170.41429
43.972	168.25000
43.973	167.70923
43.974	168.85250
43.976	165.26829
43.978	167.97561
43.980	168.85714
43.981	169.33333
43.982	168.28571
43.983	162.17647
43.984	167.26087
43.985	167.55556
43.987	171.85366
43.989	165.22857
43.990	167.50000
43.991	167.57143
43.992	162.33333
43.993	169.58696
43.994	172.77778
43.996	167.90244
43.998	168.30488
44.000	168.45455
44.001	177.00000
44.002	165.59524
44.003	169.12500
44.004	167.80952
44.005	171.90000
44.007	169.36585
44.009	166.48485
44.010	167.75000
44.011	168.92308
44.012	176.25000
44.013	169.57895
44.014	167.77273
44.016	168.32927
44.018	168.75610
44.020	168.80769
44.021	162.25000
44.022	168.42105
44.023	171.22727
44.024	168.72000
44.025	171.00000
44.027	168.36585
44.029	169.06410
44.030	175.00000
44.031	170.84615
44.032	163.00000
44.033	170.44444
44.034	168.64286
44.036	168.78049
44.038	170.95122
44.040	171.56757
44.041	168.75000
44.042	168.59259
44.043	169.35714
44.044	170.16129
44.045	175.40000
44.047	171.17073
44.049	168.75676
44.050	170.50000
44.051	172.41463
44.053	170.11111
44.054	172.85714
44.056	169.85366
44.057	171.53333
44.058	174.46154
44.060	170.71951
44.062	170.51613
44.063	171.60000
44.064	171.22414
44.065	172.12500
44.067	170.39024
44.069	170.47561
44.071	169.58537
44.073	171.44000
44.074	168.56250
44.075	168.92308
44.076	170.75000
44.077	172.54545
44.078	172.88333
44.080	171.05128
44.081	154.50000
44.082	169.60345
44.083	172.00000
44.084	176.08571
44.085	175.50000
44.087	170.86585
44.089	170.43902
44.091	174.42683
44.093	172.61290
44.094	168.00000
44.095	168.33333
44.096	172.60938
44.097	172.04348
44.098	173.88889
44.100	173.56098
44.102	171.60000
44.103	180.50000
44.104	174.55714
44.105	175.83333
44.106	178.15385
44.107	174.46429
44.109	174.06098
44.111	176.63415
44.113	172.70690
44.114	176.54167
44.115	176.42857
44.116	173.95000
44.117	176.76000
44.118	171.84375
44.120	172.02439
44.122	174.10606
44.123	175.00000
44.124	173.79487
44.125	158.50000
44.126	169.50000
44.127	172.69737
44.129	173.34146
44.131	174.69512
44.133	173.60606
44.134	170.00000
44.135	173.81579
44.136	176.29545
44.137	178.56522
44.138	173.50000
44.140	175.76829
44.142	177.35897
44.143	169.00000
44.144	175.71622
44.145	182.87500
44.146	180.11111
44.147	178.21875
44.149	174.91463
44.151	176.48780
44.153	178.01613
44.154	177.30000
44.155	173.73913
44.156	171.77778
44.157	175.83871
44.158	182.25000
44.160	177.04878
44.162	174.40541
44.163	183.50000
44.164	178.31707
44.166	176.23810
44.167	177.02500
44.169	177.70732
44.170	178.66667
44.171	182.11538
44.173	176.37838
44.174	174.50000
44.175	177.09677
44.176	181.40000
44.177	183.55172
44.178	183.00000
44.180	178.63415
44.182	178.58537
44.184	183.20732
44.186	179.88235
44.187	181.91667
44.188	181.06667
44.189	181.92308
44.190	183.44444
44.191	182.90625
44.193	180.71212
44.194	181.81250
44.195	184.86207
44.196	184.08333
44.197	182.84286
44.198	189.33333
44.200	180.78049
44.202	183.63415
44.204	184.56098
44.206	185.82000
44.207	182.03125
44.208	181.36364
44.209	183.10000
44.210	186.40000
44.211	188.17308
44.213	187.34286
44.214	191.16667
44.215	183.98571
44.216	174.41667
44.217	189.81818
44.218	193.25000
44.220	185.75610
44.222	182.53659
44.224	189.52439
44.226	183.95238
44.227	183.25000
44.228	183.69565
44.229	185.97222
44.230	190.36000
44.231	185.75000
44.233	184.83333
44.234	198.25000
44.235	186.68571
44.236	187.83333
44.237	187.71795
44.238	196.50000
44.240	187.36585
44.242	187.76829
44.244	187.73171
44.246	185.70690
44.247	193.62500
44.248	184.51852
44.249	196.71429
44.250	187.58696
44.251	185.97222
44.253	188.32432
44.254	192.00000
44.255	188.98780
44.257	186.51351
44.258	181.50000
44.260	188.21951
44.262	189.29268
44.264	187.25610
44.266	185.32000
44.267	191.56250
44.268	185.06000
44.269	191.90625
44.270	189.20690
44.271	186.75000
44.273	187.30488
44.275	185.48718
44.276	199.50000
44.277	187.02564
44.278	188.00000
44.279	185.66667
44.280	187.18750
44.282	186.85366
44.283	181.72727
44.284	187.10000
44.286	187.06452
44.287	181.30000
44.288	187.42424
44.289	188.00000
44.290	189.07407
44.291	186.89286
44.293	184.56410
44.294	182.50000
44.295	185.93902
44.297	191.00000
44.300	186.67073
44.301	181.64706
44.302	186.25000
44.303	192.64706
44.304	187.81250
44.306	189.03030
44.307	188.25000
44.308	183.82258
44.309	192.25000
44.310	190.78788
44.311	179.75000
44.313	186.63415
44.315	187.41463
44.317	184.97561
44.319	185.47059
44.320	183.62500
44.321	181.50000
44.322	186.17308
44.323	185.19136
44.324	183.61350
44.326	185.44828
44.327	186.79167
44.328	180.75676
44.329	188.50000
44.330	181.78788
44.331	181.75000
44.333	187.29268
44.335	184.10976
44.337	184.97756
44.339	187.45455
44.340	187.76667
44.341	185.33333
44.342	188.15000
44.343	182.04348
44.344	183.11111
44.346	187.48571
44.347	191.50000
44.348	184.64865
44.349	183.37500
44.350	184.53797
44.351	194.62625
44.353	185.71951
44.355	182.34146
44.357	184.07317
44.359	185.33333
44.360	181.30000
44.361	186.01724
44.362	180.62500
44.363	184.61905
44.364	186.15000
44.366	186.30303
44.367	186.37500
44.368	186.53659
44.370	184.71795
44.371	180.50000
44.373	189.26829
44.374	190.61111
44.375	184.84375
44.377	183.65854
44.379	188.11765
44.380	188.31250
44.381	187.88778
44.382	189.58750
44.383	187.84483
44.384	179.83333
44.386	186.97297
44.387	189.25000
44.388	185.31707
44.390	187.81081
44.391	183.00000
44.393	186.01220
44.394	186.96300
44.395	187.83139
44.397	187.12195
44.399	186.68421
44.400	183.22727
44.401	185.48571
44.402	180.41667
44.403	187.44000
44.404	186.06250
44.406	185.71429
44.407	179.33333
44.408	187.30463
44.410	184.31707
44.413	184.73171
44.414	187.21429
44.415	186.65000
44.416	182.00000
44.417	181.60714
44.419	186.09259
44.420	184.07143
44.421	189.66667
44.422	188.00000
44.423	185.19697
44.424	183.68750
44.426	186.07317
44.428	190.17073
44.430	188.07317
44.433	187.04878
44.434	192.12000
44.435	189.25000
44.436	191.00000
44.437	186.54167
44.439	192.69565
44.440	182.05556
44.441	188.53846
44.442	192.75000
44.443	186.48387
44.444	184.90000
44.446	189.05405
44.447	177.37500
44.448	186.48780
44.450	188.02439
44.453	187.80488
44.454	188.39130
44.455	186.00000
44.456	193.71429
44.457	186.00000
44.459	186.29032
44.460	187.10000
44.461	187.79487
44.462	196.00000
44.463	187.96970
44.464	189.18750
44.466	185.17949
44.467	185.00000
44.468	188.73171
44.470	186.46341
44.472	183.40909
44.473	187.46667
44.474	190.96774
44.475	184.00000
44.476	189.88235
44.477	186.18750
44.479	185.96296
44.480	190.71429
44.481	188.39024
44.483	189.32432
44.484	185.75000
44.486	188.35366
44.487	192.23529
44.488	184.16667
44.490	187.75610
44.492	187.00000
44.493	190.34615
44.494	188.53226
44.495	184.70000
44.496	183.68000
44.497	191.00000
44.499	187.37879
44.500	185.12500
44.501	187.68293
44.503	185.95714
44.504	190.75000
44.506	184.75610
44.507	183.63333
44.508	186.21154
44.510	186.78049
44.512	184.42857
44.513	183.41176
44.514	182.32432
44.515	187.75000
44.516	184.34783
44.517	189.75000
44.519	182.32258
44.520	182.70000
44.521	183.36585
44.523	186.65854
44.526	183.12195
44.527	181.52632
44.528	185.90909
44.529	180.83333
44.530	184.57895
44.532	185.85714
44.533	181.70000
44.534	183.14865
44.535	188.12500
44.536	181.03226
44.537	184.80000
44.539	183.11429
44.540	181.91667
44.541	183.39024
44.543	182.58974
44.544	186.00000
44.546	182.04878
44.547	180.18966
44.548	186.58333
44.550	183.56098
44.552	183.46667
44.553	181.67308
44.554	180.73171
44.556	180.48387
44.557	183.55000
44.559	183.05405
44.560	178.43333
44.561	180.20000
44.563	178.90244
44.566	183.37805
44.567	177.77778
44.568	180.50000
44.569	176.80000
44.570	184.15385
44.572	182.56000
44.573	186.62500
44.574	177.74390
44.576	180.68966
44.577	192.08333
44.579	184.81429
44.580	180.53846
44.581	175.94118
44.583	182.36585
44.586	184.12195
44.587	177.92857
44.588	176.25000
44.589	182.63636
44.590	180.00000
44.592	181.00000
44.593	182.67500
44.594	178.58537
44.596	181.41429
44.597	179.50000
44.599	179.69231
44.600	180.18000
44.601	180.97222
44.603	181.56098
44.606	175.52439
44.607	183.12121
44.608	181.87500
44.609	180.34783
44.610	181.52778
44.612	168.22222
44.613	177.92857
44.614	180.86585
44.616	181.24242
44.617	175.75000
44.619	173.93243
44.620	177.69355
44.621	180.57143
44.623	177.62195
44.626	176.70732
44.627	176.76829
44.629	180.26316
44.630	170.59091
44.632	176.84000
44.633	176.71875
44.634	174.68293
44.636	176.60256
44.637	171.50000
44.639	176.87805
44.640	179.96000
44.641	174.84375
44.643	177.63415
44.645	171.55556
44.646	176.68750
44.647	181.07692
44.648	184.50000
44.649	177.30952
44.650	177.30000
44.652	175.85185
44.653	171.14286
44.654	178.71951
44.656	177.00000
44.657	176.75000
44.659	178.21795
44.660	176.34286
44.661	175.62500
44.663	178.25610
44.666	182.02439
44.667	175.42683
44.669	181.31034
44.670	175.25000
44.672	180.65152
44.673	176.72222
44.674	174.22727
44.676	179.82927
44.679	179.19512
44.680	180.30303
44.681	173.81250
44.682	183.22222
44.683	179.25000
44.685	181.67647
44.686	178.97917
44.687	183.41463
44.689	181.96296
44.690	177.50000
44.692	181.38710
44.693	181.92593
44.694	181.29167
44.696	180.58974
44.697	184.00000
44.699	180.04878
44.700	180.94872
44.701	176.50000
44.703	181.60976
44.705	176.81818
44.706	179.93333
44.707	181.08537
44.709	183.30303
44.710	179.00000
44.712	178.75714
44.713	179.75862
44.714	182.55556
44.716	181.07317
44.719	177.80488
44.720	180.05405
44.721	172.75000
44.722	179.17647
44.723	180.04167
44.725	181.69048
44.726	180.55000
44.727	177.24390
44.729	180.12903
44.730	180.85000
44.732	184.24242
44.733	180.35897
44.734	176.75000
44.736	180.92683
44.739	182.45122
44.740	179.75610
44.742	184.04762
44.743	179.87500
44.745	180.43478
44.746	180.83333
44.747	180.17308
44.749	183.94595
44.750	175.25000
44.752	180.85897
44.753	180.13636
44.754	183.70000
44.756	182.26829
44.759	183.09610
44.760	180.62195
44.762	184.17647
44.763	179.50000
44.765	177.11905
44.766	181.58571
44.767	178.73077
44.769	180.78571
44.770	173.91667
44.772	180.36824
44.773	178.77817
44.774	176.62500
44.776	178.12195
44.779	176.93902
44.780	176.19512
44.782	180.78000
44.783	177.15625
44.785	177.06111
44.786	178.97321
44.787	177.43750
44.789	180.71795
44.790	178.50000
44.792	177.82927
44.793	178.64865
44.794	183.75000
44.796	181.47561
44.799	179.87805
44.800	179.29268
44.802	183.30435
44.803	181.11111
44.805	181.12000
44.806	178.10000
44.807	181.91667
44.809	182.54878
44.812	179.56098
44.813	178.90244
44.816	182.75610
44.819	179.28704
44.820	178.46429
44.822	181.48276
44.823	185.79167
44.825	181.54839
44.826	177.53846
44.827	183.79167
44.829	182.51282
44.830	187.00000
44.832	179.56410
44.833	181.82558
44.836	180.93902
44.839	178.90385
44.840	181.16667
44.842	180.22222
44.843	177.07143
44.845	181.82759
44.846	179.82653
44.847	179.00000
44.849	179.08537
44.852	185.73171
44.853	180.19512
44.855	182.07692
44.856	177.60714
44.858	183.82353
44.859	183.21429
44.860	179.81250
44.862	181.90909
44.863	180.68750
44.865	183.31429
44.866	181.56098
44.867	185.41667
44.869	184.31707
44.872	183.62195
44.873	185.97561
44.875	186.85714
44.876	187.17647
44.878	187.36364
44.879	184.83962
44.880	186.25000
44.882	189.51613
44.883	191.20000
44.885	188.24194
44.886	184.50980
44.889	190.32927
44.892	190.14423
44.893	184.13333
44.895	192.47619
44.896	188.90000
44.898	192.00000
44.899	190.85106
44.900	186.07143
44.902	192.65152
44.903	189.37500
44.905	194.21212
44.906	190.84694
44.909	193.29268
44.912	194.88000
44.913	191.34375
44.915	196.82353
44.916	197.04167
44.918	197.64706
44.919	195.97458
44.920	193.91667
44.922	200.29730
44.923	203.50000
44.925	201.03846
44.926	198.95349
44.929	203.23171
44.932	204.16406
44.933	202.75000
44.935	207.24000
44.936	203.68750
44.938	206.33333
44.939	208.87755
44.940	204.83333
44.942	211.05714
44.943	211.08333
44.945	211.70270
44.946	212.37778
44.949	216.26829
44.952	214.30469
44.953	222.27778
44.955	217.78571
44.956	219.70000
44.958	220.00000
44.959	217.62712
44.962	221.17073
44.965	217.93000
44.966	219.78125
44.969	214.70732
44.972	214.35417
44.973	214.45000
44.975	211.34483
44.976	200.75000
44.978	203.58621
44.979	204.29245
44.982	200.12821
44.983	196.75000
44.985	191.32609
44.986	194.52778
44.989	191.68293
44.992	186.66447
44.993	185.50000
44.995	187.67742
44.996	187.70000
44.998	182.90323
44.999	185.25490
45.001	185.83333
45.002	183.98361
45.005	181.90625
45.006	179.05556
45.008	181.45370
45.009	181.21429
45.011	171.06667
45.012	179.19231
45.015	178.84286
45.016	180.83333
45.018	174.68966
45.019	180.37500
45.021	177.40000
45.022	177.81579
45.025	176.48780
45.028	175.36905
45.029	178.25000
45.031	172.00000
45.032	177.14706
45.035	174.74342
45.036	174.66667
45.038	176.91429
45.039	171.00000
45.041	172.95455
45.042	171.81633
45.045	174.36585
45.048	171.65833
45.049	174.31818
45.051	173.85714
45.052	171.45000
45.054	168.54762
45.055	172.68627
45.056	183.50000
45.058	169.45455
45.059	174.68750
45.061	168.33333
45.062	173.73469
45.065	168.26829
45.068	171.18750
45.069	169.92308
45.071	167.85294
45.072	170.29167
45.074	172.52632
45.075	171.00847
45.076	164.62500
45.078	170.16216
45.079	171.50000
45.081	170.50000
45.082	171.22093
45.085	168.70732
45.088	170.25862
45.089	172.16667
45.091	165.57895
45.092	168.45455
45.094	169.37931
45.095	170.84043
45.096	175.66667
45.098	168.15714
45.099	170.41667
45.101	168.56410
45.102	169.66279
45.105	169.85366
45.108	167.63971
45.109	169.92857
45.111	167.31481
45.112	167.25000
45.114	168.06061
45.115	168.77660
45.116	174.75000
45.118	164.73171
45.121	169.32927
45.122	168.97561
45.125	166.20732
45.127	163.78947
45.128	170.97778
45.129	166.66667
45.131	167.80000
45.132	167.50000
45.134	168.21212
45.135	168.01400
45.136	165.95250
45.138	167.91026
45.139	151.25000
45.141	166.12195
45.142	165.10976
45.145	166.51220
45.147	168.23684
45.148	166.32333
45.149	167.22125
45.151	165.69355
45.152	166.85000
45.154	166.82051
45.155	164.69512
45.156	167.50000
45.158	165.43902
45.161	167.58880
45.162	165.06438
45.164	166.53846
45.165	164.94643
45.167	164.75862
45.168	167.89744
45.169	164.53571
45.171	163.65517
45.172	169.83333
45.174	164.83333
45.175	167.80233
45.178	164.36585
45.181	164.69444
45.182	166.35714
45.184	164.05882
45.185	162.70833
45.187	165.33333
45.188	165.65957
45.189	166.00000
45.191	164.57143
45.192	161.66667
45.194	166.53659
45.195	167.34146
45.198	165.02439
45.200	165.02941
45.201	165.60345
45.202	167.88889
45.204	162.81818
45.205	165.16667
45.207	161.12903
45.208	165.43902
45.209	163.45000
45.211	162.36364
45.212	171.00000
45.214	163.65854
45.215	161.63415
45.218	166.15854
45.220	166.41176
45.221	163.98837
45.222	164.11364
45.224	168.30435
45.225	168.22222
45.227	165.58974
45.228	165.75676
45.229	167.66667
45.231	166.02703
45.232	169.75000
45.234	166.43902
45.235	166.78049
45.238	164.51220
45.240	164.29630
45.241	167.86207
45.242	168.42308
45.244	165.76316
45.245	166.68182
45.247	165.02703
45.248	166.74390
45.249	171.50000
45.251	168.91429
45.252	162.66667
45.254	165.42683
45.255	166.24390
45.258	167.08537
45.260	163.22222
45.261	165.38462
45.262	163.12500
45.264	169.77778
45.265	159.21429
45.267	165.34146
45.268	160.08571
45.269	157.50000
45.271	164.27027
45.272	162.62500
45.273	164.26667
45.274	165.73077
45.275	161.08537
45.278	162.04878
45.280	163.31034
45.281	165.39394
45.282	160.25000
45.284	161.90000
45.285	163.50000
45.287	163.48780
45.288	164.29487
45.289	167.25000
45.291	163.00000
45.293	164.07692
45.294	162.51786
45.295	166.41463
45.297	162.94444
45.298	163.31250
45.300	162.37838
45.301	166.34848
45.302	164.54167
45.304	164.03226
45.305	161.70000
45.307	163.53659
45.308	165.72973
45.309	165.25000
45.311	162.71951
45.313	162.40000
45.314	167.87500
45.315	162.39024
45.318	161.97561
45.320	161.64865
45.321	161.79310
45.322	158.81250
45.324	162.24138
45.325	161.91667
45.327	161.85366
45.328	159.98780
45.331	162.31707
45.333	160.63043
45.334	161.81481
45.335	160.46875
45.337	160.52941
45.338	165.00000
45.340	160.21951
45.341	160.29630
45.342	162.17857
45.344	162.57143
45.345	172.16667
45.346	160.33333
45.347	160.50000
45.348	161.00000
45.351	163.36585
45.353	162.42424
45.354	153.62500
45.355	160.98780
45.357	164.00000
45.358	162.17857
45.360	161.62195
45.361	160.30303
45.362	163.75000
45.364	161.71622
45.365	159.75000
45.366	159.00000
45.367	163.26471
45.368	159.29268
45.371	160.29268
45.373	163.88571
45.374	159.82609
45.375	154.45833
45.377	158.60870
45.378	161.94444
45.380	162.19512
45.381	161.87097
45.382	159.25000
45.384	160.20000
45.385	157.83333
45.386	163.32609
45.387	166.86111
45.388	164.85366
45.391	161.51220
45.393	165.80000
45.394	166.94118
45.395	165.40000
45.397	161.42857
45.398	165.00000
45.400	165.06098
45.401	163.68571
45.402	163.00000
45.404	162.41026
45.405	158.50000
45.406	158.90476
45.407	166.40000
45.408	163.03659
45.411	161.26829
45.413	163.40244
45.414	164.85714
45.415	160.00000
45.417	162.34483
45.418	156.04167
45.420	164.24390
45.421	160.74242
45.422	157.62500
45.424	158.89744
45.425	176.00000
45.426	162.34483
45.427	164.33333
45.428	157.78049
45.431	162.01220
45.433	161.41026
45.434	161.38000
45.435	159.61111
45.437	165.20000
45.438	162.87500
45.440	161.06098
45.441	162.76923
45.442	168.00000
45.444	163.00000
45.446	160.82759
45.447	159.75000
45.448	162.12195
45.450	162.45455
45.451	161.43333
45.453	160.08537
45.454	162.36842
45.455	160.22727
45.457	164.42593
45.458	158.75000
45.459	158.63158
45.460	160.54545
45.461	162.40541
45.462	157.62500
45.464	163.26829
45.466	158.80303
45.467	161.93750
45.468	162.65854
45.471	161.47561
45.473	159.17073
45.474	163.40741
45.475	162.57143
45.477	161.60000
45.478	148.50000
45.479	162.67647
45.480	159.89583
45.481	163.58537
45.484	160.67073
45.486	163.20513
45.487	157.50000
45.488	163.50000
45.490	160.94737
45.491	162.27273
45.493	164.15854
45.494	163.32000
45.495	163.56250
45.497	162.96970
45.498	165.12500
45.499	165.96296
45.500	164.28571
45.501	163.78205
45.502	159.75000
45.504	165.12195
45.506	162.72973
45.507	162.62500
45.508	163.75610
45.510	164.56667
45.511	162.84615
45.513	162.44951
45.514	164.56452
45.515	163.05000
45.517	162.05405
45.518	159.75000
45.519	159.56000
45.520	161.43750
45.521	164.41026
45.522	169.00000
45.524	161.64634
45.526	162.94463
45.528	163.69512
45.530	162.15789
45.531	160.86364
45.532	162.07692
45.533	160.23214
45.534	161.59259
45.535	165.00000
45.537	159.85714
45.538	161.08333
45.539	163.32273
45.540	164.30312
45.541	160.23171
45.544	158.60976
45.546	162.04878
45.547	159.46667
45.548	156.69231
45.550	160.66667
45.551	158.53571
45.552	157.44444
45.553	164.56250
45.554	160.18182
45.555	157.62500
45.557	161.26829
45.559	161.02703
45.560	154.50000
45.561	161.65854
45.564	159.35366
45.566	157.78049
45.567	159.07143
45.568	163.16176
45.570	161.58800
45.571	157.00781
45.572	159.86957
45.573	157.08333
45.574	163.38710
45.575	162.90000
45.577	157.21795
45.578	151.50000
45.579	158.94286
45.580	162.83333
45.581	163.54878
45.584	158.78561
45.586	163.79268
45.587	163.33333
45.588	164.35000
45.590	155.84848
45.591	156.00000
45.592	166.04762
45.593	170.20000
45.594	161.95946
45.595	158.12500
45.597	157.64683
45.599	163.62195
45.601	159.34146
45.603	160.20000
45.604	158.40385
45.606	159.17073
45.607	160.43333
45.608	160.19231
45.610	163.13793
45.611	162.00000
45.612	162.25806
45.613	161.00000
45.614	161.35135
45.615	160.00000
45.617	161.80488
45.619	164.73171
45.621	161.42683
45.623	157.47368
45.624	163.68182
45.626	163.71951
45.627	161.36000
45.628	162.06250
45.630	161.12162
45.631	163.87500
45.632	163.93103
45.633	159.75000
45.634	162.48571
45.635	161.50000
45.637	161.97561
45.639	161.86585
45.641	163.04878
45.643	165.76667
45.644	161.76923
45.645	160.15789
45.646	161.77273
45.647	164.97619
45.648	160.67500
45.650	163.80000
45.651	168.50000
45.652	161.14516
45.653	163.25000
45.654	162.70732
45.657	164.70732
45.659	162.29268
45.661	162.70732
45.663	167.24000
45.664	161.31250
45.665	162.67647
45.666	160.50000
45.667	161.68966
45.668	165.16667
45.670	164.69231
45.671	165.75000
45.672	160.97436
45.673	151.50000
45.674	165.25641
45.675	162.00000
45.677	164.56098
45.679	163.37805
45.681	167.48780
45.683	164.39130
45.684	165.02778
45.685	166.88889
45.686	165.00000
45.687	166.26000
45.688	165.46875
45.690	164.92308
45.691	162.00000
45.692	164.33784
45.693	162.75000
45.694	164.41463
45.697	164.64634
45.699	162.12195
45.700	168.00000
45.701	164.64062
45.703	164.45161
45.704	164.70000
45.705	161.56000
45.706	165.43750
45.707	166.22222
45.708	166.57143
45.710	164.76923
45.711	154.25000
45.712	164.02439
45.714	166.85366
45.717	164.00000
45.718	165.18182
45.719	166.95000
45.721	167.36585
45.723	164.01724
45.724	169.04167
45.725	168.63636
45.726	170.12500
45.727	165.53030
45.728	170.81250
45.730	166.97561
45.732	168.24390
45.734	165.75610
45.736	165.82353
45.737	168.85417
45.738	156.60000
45.739	169.08333
45.740	167.97059
45.741	167.02083
45.743	166.51429
45.744	178.16667
45.745	168.38571
45.746	172.08333
45.747	169.32258
45.748	168.30000
45.750	169.28049
45.752	170.29268
45.754	168.84146
45.756	168.18182
45.757	171.13333
45.758	167.78571
45.759	170.62500
45.760	168.33333
45.761	168.68750
45.763	168.68182
45.764	165.50000
45.765	167.27273
45.766	171.25000
45.767	165.28571
45.768	180.66667
